comments,cleaned_comments,sentiment_scores,compound_score,sentiment_category
"I am glad Google entered the Market with the foldable ., but for the price it do not give me the wow factor and yes the bezels gives me an outdated feel and look. as for the App part hopefully google will have thinking out of the box approach and refined some current features that are in other phones on the market . The crase is not a major deal breaker but comparing what the Vivo and other phone manufactures have pulled off Hardware wise this a a step back .",glad enter market e price give wow factor yes bezel give outdat feel look app part hope think box approach refin current featur market crase major deal breaker compar vivo manufactur pull hardwar wise step back,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9382}",0.9382,positive
I really love the foldable concept but I'm still not convinced about its longevity and resistance.,realli love e concept im still convinc longev resist,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,positive
"Cool, I'd love if they did a flip style phone!",cool id love flip style,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.7579}",0.7579,positive
I don't personally like the wide screen instead of the tall form of my Fold. I'll still be looking for thr Fold 5 to be my next upgrade.,dont person like wide instead tall form ill still look thr next,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.6007}",-0.6007,negative
"Very cool. Super excited about Google getting into the fold community. As I watch this video on my DUO 1 I have to say I cannot go to a inside screen unless it's glass. Even though the DUO has the split, it's the glass inside that works for me. As a mechanic I constantly have grease, dirt and metal shavings on my fingers.",cool super excit get communiti duo say go insid unless glass even though duo split glass insid work mechan constant greas dirt metal shave finger,"{'neg': 0.078, 'neu': 0.719, 'pos': 0.203, 'compound': 0.5859}",0.5859,positive
Came straight here to watch this and give you props for being THE AUTHORITY on foldables!!,came straight give prop author es,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}",0.2263,neutral
Just watched Google I/O but I always wait to see the @MrMobile review first over everyone else's. 10 Min of my time to you Michel Fisher. Bravo!,ed io alway wait see mrmobil first everyon els min time michel fisher bravo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Guess this goes in the ring with the Pixel 7 and S23 for my next phone contender...S23 is currently $400 through Fi, so it's hard to justify $1,800.",guess goe ring next contend current fi hard justifi,"{'neg': 0.146, 'neu': 0.729, 'pos': 0.125, 'compound': -0.0516}",-0.0516,neutral
"Modestly, Michael is the best phone reviewer out there! Thanks",modest michael best er thank,"{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.7717}",0.7717,positive
"Honestly what kept me from getting a Samsung Fold was the software limits. For as much money as I'm spending on a phone, I want to be able to get more than 2 years out of it. Won't be getting a Gen 1 Pixel Fold, but this keeps me intrigued to see if a foldable device will be my upgrade after my current Pixel 7.",honest kept get samsung softwar limit much money im spend want e get wont get gen keep intrigu see e devic current,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",0.5574,positive
Love to see the 5x cam on there! Hopefully Samsung follows suit.,love see x cam hope samsung follow suit,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.7964}",0.7964,positive
"Interesting, can't wait to see the pixel flip",interest cant wait see flip,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",0.4588,positive
Finally some good competition. We might start seeing prices lowering a bit!,final good competit might start see price lower bit,"{'neg': 0.182, 'neu': 0.579, 'pos': 0.24, 'compound': 0.1779}",0.1779,neutral
"It's so refreshing to see an unbiased review of the new foldable, speacially when it's just a hand-on.
Most reviewers would be just happy to be invited and would praise the device no matter what.",refresh see unbias new e speacial handonmost er would happi invit would prais devic matter,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.0258}",0.0258,neutral
Love the design. That’s a steep price tag though.,love design that steep price tag though,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
Huge bezels threw me off!! Looking forward to the Fold 5!!!,huge bezel threw look forward,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,neutral
"Let the future folding phones feast in this fan favorite! 

I'm still going to wait until the second gen comes out!
Watching on my z flip 3!",let futur ing feast fan favorit im still go wait second gen come outing z flip,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}",0.3182,neutral
Thanks Michael. Great n fun video as always. Love the little extra nuggets of info that made such reviews uniquely yours.,thank michael great n fun alway love littl extra nugget info made uniqu,"{'neg': 0.0, 'neu': 0.362, 'pos': 0.638, 'compound': 0.9337}",0.9337,positive
YESSSSSSSS THE FOLDABLE KING IS SHOWING IT OFF!!!!,yessssssss e king show,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Exactly service support is the issue. Michael you're spot on,exact servic support issu michael your spot,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,neutral
"FINALLY ANDROID-L WOULD BECOME GOOD 

Btw Mike, would you rate the Pixel fold's cameras over Find N2 & Vivo X fold's?",final androidl would becom good btw mike would rate camera find n vivo x,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,positive
"DUUUUDES this is gnarly AF. Prolly gonna be my first foldable once my Pixel 6A and Galaxy Tab A 2019 finally sh!t the bed (THIS THING WONT DIE!!!)  Was hoping for a Razr-like foldable from the great Googly-moogly, but I'll take it!",duuuud gnar af prolli gon na first e galaxi tab final sht bed thing wont die hope razrlik e great googlymoog ill take,"{'neg': 0.177, 'neu': 0.577, 'pos': 0.246, 'compound': 0.466}",0.466,positive
I'll upgrade my zf3 to the zf5 this bezel is not my thing being used to small bezels on the zf3. Also prefer the inner screen on the samsung fold taller instead of wide,ill zf zf bezel thing small bezel zf also prefer inner samsung taller instead wide,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
@MrMobile what was it like to use the keyboard on the pixel fold? Did you find the outer screen more or less usable that the z fold 4?,mrmobil like keyboard find outer less use z,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,neutral
I'm so glad Foldables aren't just a fad like tablets were. I really hope this grows into its own product category like Wearables.,im glad es arent fad like tet realli hope grow product categori like wear,"{'neg': 0.283, 'neu': 0.433, 'pos': 0.284, 'compound': 0.2533}",0.2533,neutral
All I want is the next Galaxy Fold to have the S23 Ultra Camera and the hinge from Oppo.,want next galaxi ultra camera hing oppo,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}",0.0772,neutral
"the only thing its missing, for me, is stylus support",thing miss stylus support,"{'neg': 0.254, 'neu': 0.317, 'pos': 0.429, 'compound': 0.2732}",0.2732,neutral
The software part alone is going to be huge for all foldable phones. Android will only get better with the form factor.,softwar part alon go huge e android get better form factor,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}",0.6369,positive
Huawei and Xiaomi are on another level. The Pixel Fold feels like a first gen product very much so.,huawei xiaomi anoth level feel like first gen product much,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,neutral
"I couldn't get used to Pixel's poor battery life, regular UI bugs and clean, but very limited on features ""stock Android"" OS. The cameras were amazing but I like my S23U so much more  Glad to see foldables being mainstreamed by Google, though.  My next phone will likely be one of these bad boys.",couldnt get poor regular ui bug clean limit featur stock android os camera amaz like su much glad see es mainstream though next like one bad boy,"{'neg': 0.093, 'neu': 0.556, 'pos': 0.351, 'compound': 0.8296}",0.8296,positive
